Date,Solution_BLOCKCHAIN_Papers,Solution_ACCESS_CONTROL_Papers,Solution_ENCRYPTION_Papers,Solution_SUPPLY_CHAIN_RISK_MANAGEMENT_Papers,Solution_IDENTITY_MANAGEMENT_Papers,Solution_DOUBLE_PATTERNING_LITHOGRAPHY_Papers,Solution_ML/DL_Papers,Solution_ANOMALY_DETECTION_Papers,Solution_CRYPTOGRAPHY_Papers,Solution_PENETRATION_TESTING_Papers,Solution_IDS/IPS_Papers,Solution_STATIC_ANALYSIS_Papers,Solution_DYNAMIC_ANALYSIS_Papers,Solution_MULTI_FACTOR_AUTHENTICATION_Papers,Solution_LEAST_PRIVILEGE_Papers,Solution_SESSION_MANAGEMENT_Papers,Solution_CAPTCHA_Papers,Solution_BLACKLISTING_Papers,Solution_RATE_LIMITING_Papers,Solution_GRAPHICAL_MODEL_Papers,Solution_HONEYPOT_Papers,Solution_SOFTWARE_DEFINED_NETWORK_Papers,Solution_GAME_THEORY_Papers,Solution_GRAPH_BASED_ML_Papers,Solution_WHITELIST_Papers,Solution_TRAFFIC_SHAPING_Papers,Solution_PACKET_FILTERING_Papers,Solution_BLACKHOLING_Papers,Solution_RANK_CORRELATION_Papers,Solution_D3NS_Papers,Solution_ID_RANDOMIZATION_Papers,Solution_STRONG_AUTHENTICATION_Papers,Solution_SSL/TLS_Papers,Solution_HTTPS_Papers,Solution_CONTINUOUS_AUTHENTICATION_Papers,Solution_IDENTITY_BASED_ENCRYPTION_Papers,Solution_DATA_SANITIZATION_Papers,Solution_OUTLIER_DETECTION_Papers,Solution_DATA_PROVENANCE_Papers,Solution_ADVERSARIAL_TRAINING_Papers,Solution_TRUSTWORTHY_AI_Papers,Solution_DEEP_PROBABILISTIC_MODEL_Papers,Solution_BAYESIAN_NETWORK_Papers,Solution_TROJAN_ISOLATION_Papers,Solution_HARDWARE_SANDBOXING_Papers,Solution_BEHAVIOR_BASED_DETECTION_Papers,Solution_FORMAL_VERIFICATION_Papers,Solution_SPLIT_MANUFACTURING_Papers,Solution_VULNERABILITY_MANAGEMENT_Papers,Solution_FILE_INTEGRITY_MONITORING_Papers,Solution_VPN_Papers,Solution_CSS_MATCHING_Papers,Solution_URI_MATCHING_Papers,Solution_PRIVACY_PRESERVING_Papers,Solution_SECURE_BOOT_Papers,Solution_MERKLE_SIGNATURE_Papers,Solution_LIVENESS_DETECTION_Papers,Solution_AUDIO_DEEPFAKE_DETECTION_Papers,Solution_3D_FACE_RECONSTRUCTION_Papers,Solution_BIOMETRICS_Papers,Solution_DIGITAL_WATERMARK_Papers,Solution_APPLICATION_WHITELISTING_Papers,Solution_DATA_BACKUPS_Papers,Solution_HIDDEN_MARKOV_MODEL_Papers,Solution_PATCH_MANAGEMENT_Papers,Solution_DATA_AUGMENTATION_Papers,Solution_DIMENSIONALITY_REDUCTION_Papers,Solution_DEFENSIVE_DISTILLATION_Papers,Solution_GRADIENT_MASK_Papers,Solution_RRAM_Papers,Solution_SPATIAL_SMOOTHING_Papers,Solution_NOISE_INJECTION_Papers,Solution_TAINT_ANALYSIS_Papers,Solution_NETWORK_SEGMENTATION_Papers,Solution_USER_BEHAVIOR_ANALYTICS_Papers,Solution_DECEPTION_TECHNOLOGY_Papers,Solution_RISK_ASSESSMENT_Papers,Solution_LOG_CORRELATION_Papers,Solution_DYNAMIC_RESOURCE_MANAGEMENT_Papers,Solution_SANDBOXING_Papers,Solution_DARKNET_MONITORING_Papers,Solution_VIRTUAL_KEYBOARDS_Papers,Solution_CODE_SIGNING_Papers,Solution_FILE_SIGNATURE_Papers,Solution_PUBLIC_KEY_INFRASTRUCTURE_Papers,Solution_VOICEPRINT_AUTHENTICATION_Papers,Solution_MUTUAL_AUTHENTICATION_Papers,Solution_PASSWORD_SALT_Papers,Solution_ONE_TIME_PASSWORD_Papers,Solution_DYNAMIC_BINARY_INSTRUMENTATION_Papers,Solution_ORTHOGONAL_OBFUSCATION_Papers,Solution_PASSWORD_HASHING_Papers,Solution_DNSSEC_Papers,Solution_CERTIFICATE_PINNING_Papers,Solution_SECURE_SIMPLE_PAIRING_Papers,Solution_VULNERABILITY_ASSESSMENT_Papers,Solution_SIEM_Papers,Solution_STANDARDIZED_COMMUNICATION_Papers,Solution_CONTROL_FLOW_INTEGRITY_Papers,Solution_VULNERABILITY_SCANNER_Papers,Solution_PASSWORD_STRENGTH_METERS_Papers,Solution_PASSWORD_MANAGEMENT_Papers,Solution_PASSWORD_POLICY_Papers,Solution_GRAPHICAL_AUTHENTICATION_Papers,Solution_DATA_LOSS_PREVENTION_Papers,Solution_DATA_LEAKAGE_DETECTION/PREVENTION_Papers,Solution_ACTIVITY_MONITORING_Papers,Solution_MOVING_TARGET_DEFENSE_Papers,Solution_KEYSTROKE_DYNAMICS_Papers,Solution_ATTACK_TREE_Papers,Solution_AUTOMATIC_VIOLATION_PREVENTION_Papers,Solution_DISTRIBUTED_LEDGERS_Papers,Solution_SOURCE_IDENTIFICATION_Papers,Solution_IMAGE_RECOGNITION_Papers,Solution_MAUVE_Papers,Solution_HYPERGAME_Papers,Solution_PREBUNKING_Papers,Solution_NLP/LLM_Papers
2022-05,167,68,224,1,4,0,204,40,282,1,82,12,8,1,0,0,0,0,0,0,3,7,25,0,0,0,0,3,1,0,0,0,2,1,3,5,1,3,4,7,0,0,5,0,0,0,7,0,1,0,1,0,0,70,0,0,2,0,0,32,1,0,1,6,0,6,8,0,0,1,0,0,1,1,0,0,82,0,0,0,0,0,1,0,10,0,14,0,2,0,0,0,0,0,0,5,0,0,1,3,0,1,0,0,1,1,0,7,1,1,0,26,4,2,0,0,0,13
2022-06,246,65,294,1,5,0,321,61,374,1,100,17,11,4,3,1,0,3,1,0,5,10,26,0,1,0,1,2,3,0,0,1,7,0,4,2,4,9,2,12,2,0,9,0,0,0,12,1,1,0,2,0,0,77,1,0,0,0,0,37,0,0,2,7,0,6,5,0,0,1,0,2,1,0,0,1,94,0,0,0,0,1,1,0,6,0,14,0,3,2,0,0,2,0,0,10,0,1,0,0,0,0,1,0,0,0,3,4,1,2,0,30,2,3,0,0,0,26
2022-07,233,67,232,1,5,0,233,36,302,4,78,17,12,3,0,0,3,1,2,0,3,10,32,0,0,1,0,1,3,0,0,1,5,4,2,5,0,2,2,8,0,0,8,0,0,0,9,1,1,0,1,0,0,71,0,0,2,0,0,38,2,0,1,3,0,4,10,0,0,1,0,1,3,0,0,0,90,0,0,1,0,0,0,0,6,0,16,0,1,0,0,0,0,0,1,7,1,0,1,4,0,0,0,0,0,0,0,0,1,2,0,35,0,4,0,0,0,14
2022-08,213,46,250,2,7,0,224,35,326,4,72,2,4,3,0,0,1,1,0,0,4,16,19,0,0,0,0,3,3,0,0,2,4,2,1,1,0,4,1,10,1,0,13,0,0,1,11,0,2,0,2,0,0,75,1,0,4,0,0,19,1,0,1,2,0,7,4,0,0,0,0,1,0,0,0,0,101,0,0,1,0,0,0,0,9,0,13,0,1,0,0,0,2,0,0,8,0,1,2,2,0,0,0,0,1,0,1,5,2,2,0,25,1,5,0,0,0,20
2022-09,249,70,320,1,4,0,274,45,372,1,99,11,12,0,0,1,1,0,1,0,5,13,22,0,0,0,1,5,1,0,0,2,2,1,3,2,0,5,2,15,3,0,10,0,0,0,3,1,1,0,4,0,0,107,0,0,0,0,0,29,0,0,1,3,1,9,4,0,0,0,0,0,7,0,0,0,102,0,1,0,0,1,0,0,7,0,22,0,4,0,0,0,1,0,0,10,2,0,3,2,0,1,0,0,1,0,0,7,3,2,0,33,4,4,0,0,0,15
2022-10,266,67,264,0,8,0,279,47,336,3,95,14,13,2,2,0,2,0,0,1,3,12,27,1,0,0,0,3,2,0,0,2,6,2,7,1,0,3,6,13,0,0,9,0,0,0,12,1,1,0,4,0,0,71,0,1,1,0,0,44,1,0,0,7,0,7,5,0,0,3,0,0,4,0,1,1,89,0,2,0,0,1,0,0,11,0,19,0,2,1,0,0,2,1,0,7,1,0,3,1,0,0,0,0,0,0,1,4,1,3,0,31,2,7,0,0,1,22
2022-11,272,66,307,1,6,0,339,65,390,5,117,25,19,3,1,0,3,2,0,1,7,14,20,0,0,0,1,6,0,0,0,2,5,5,1,3,1,1,1,12,0,0,4,0,0,0,11,0,3,0,4,0,0,110,3,0,0,0,0,35,0,0,1,4,1,5,8,1,0,2,0,1,7,0,0,0,101,0,0,1,0,0,3,0,6,0,20,0,0,0,0,0,1,0,0,8,0,0,2,4,0,0,0,0,0,0,2,11,0,5,0,29,3,9,0,0,0,17
2022-12,360,93,369,3,7,0,430,69,439,5,151,14,12,4,2,1,4,0,2,1,9,17,33,1,0,0,1,5,2,0,0,3,7,3,4,6,0,8,3,14,2,0,18,0,0,0,16,0,3,0,4,0,0,131,2,2,1,0,0,42,0,0,1,5,0,14,11,1,0,0,0,0,5,1,0,1,179,1,0,1,0,0,0,0,12,0,18,0,3,0,0,0,1,0,0,15,3,0,0,0,0,0,0,1,0,1,1,10,3,1,0,61,5,11,0,0,0,28
2023-01,572,115,398,7,13,0,603,67,456,7,134,8,12,10,1,1,3,0,1,1,3,25,22,0,0,0,0,7,3,0,0,4,5,1,3,4,1,4,4,8,4,0,14,0,0,1,14,1,3,0,4,0,0,112,1,0,1,0,0,61,0,0,2,10,3,6,6,1,0,2,0,0,1,0,0,0,166,0,0,0,0,0,1,0,12,0,17,0,4,1,0,0,0,0,0,12,2,0,2,0,0,0,0,1,3,2,2,2,2,3,0,72,2,11,0,1,0,54
2023-02,235,58,256,2,8,0,304,52,269,3,130,12,17,4,0,0,2,0,0,1,4,12,17,0,0,0,0,0,1,0,0,1,4,3,2,6,1,6,4,10,3,0,14,0,0,0,6,0,2,0,3,0,0,56,0,0,1,0,0,36,1,0,2,1,0,12,6,1,0,2,0,2,1,1,0,0,103,0,0,0,0,0,0,0,4,0,17,0,2,0,0,0,0,0,1,13,2,0,0,1,0,0,1,0,0,0,2,9,0,0,0,23,1,4,0,0,0,14
2023-03,273,77,303,4,6,0,309,47,384,10,99,15,12,3,0,0,2,1,1,0,6,8,35,0,0,0,1,6,1,0,0,4,4,3,4,5,2,2,0,8,1,0,9,0,0,1,8,0,4,0,1,0,0,94,0,0,2,0,0,31,4,0,2,7,0,5,10,0,1,1,0,2,3,2,1,1,113,0,0,1,0,0,0,0,6,0,16,0,1,0,0,0,2,0,0,14,1,0,2,4,1,1,1,1,0,0,1,1,0,2,0,34,0,7,0,0,0,25
2023-04,226,63,263,0,9,0,277,39,307,7,88,10,12,8,0,1,3,1,1,0,2,15,18,0,0,0,1,2,1,0,0,1,3,2,2,6,1,4,1,15,0,0,9,0,0,2,6,0,0,0,4,0,0,86,0,0,1,0,0,32,3,0,0,5,0,11,1,1,0,1,0,0,2,0,0,0,115,0,0,3,0,0,0,0,7,0,12,0,0,0,0,0,1,0,0,10,1,0,2,2,1,1,0,0,0,1,1,3,3,0,0,27,3,7,0,0,0,25
2023-05,231,84,285,0,5,0,271,64,353,3,107,9,9,6,3,0,0,1,2,0,6,13,20,0,0,0,0,3,3,0,0,4,2,2,8,3,0,4,0,10,0,0,4,0,0,0,7,0,2,0,4,0,0,102,1,0,4,0,0,41,0,0,0,4,0,7,3,0,0,2,0,0,0,0,0,0,88,0,0,0,0,0,0,0,12,0,19,0,3,0,0,0,0,0,0,8,2,0,1,0,0,1,0,1,0,0,1,5,3,2,0,22,2,4,0,0,0,27
2023-06,264,76,366,1,3,0,365,63,434,4,113,10,11,4,1,0,1,0,0,0,2,21,33,1,0,0,0,4,1,0,0,0,7,4,1,4,0,6,0,20,1,0,9,0,0,0,15,0,1,0,4,0,0,88,1,0,4,0,0,41,1,0,0,5,1,5,8,0,0,1,0,1,1,1,0,2,114,0,0,1,0,0,1,0,3,1,30,0,2,0,0,0,0,0,0,9,4,0,2,1,0,1,0,0,0,2,2,3,2,0,0,42,2,8,0,0,0,23
2023-07,280,86,309,3,4,0,315,45,361,6,88,15,8,4,1,0,3,1,1,2,2,21,27,2,1,1,1,5,1,0,0,2,7,3,2,4,0,1,2,12,0,0,7,0,0,0,15,0,2,0,4,0,0,104,0,0,1,1,1,31,2,0,2,9,1,10,5,0,1,2,0,3,8,0,1,0,90,0,0,3,0,0,0,0,10,0,19,0,2,0,0,0,0,0,0,11,1,0,1,0,0,1,0,0,2,1,1,6,2,1,0,28,3,3,0,0,0,23
2023-08,259,76,276,0,8,0,332,51,348,3,100,11,4,8,0,0,4,0,1,0,7,13,14,2,0,0,1,2,2,0,0,0,2,2,2,4,0,6,4,15,0,0,3,0,0,0,6,0,4,0,1,0,0,69,1,0,5,0,0,38,2,0,0,3,0,10,9,1,0,2,0,1,2,0,0,0,94,0,0,3,0,0,0,0,8,0,17,0,2,0,0,1,0,0,0,5,1,1,1,0,0,0,0,1,1,1,3,3,2,3,0,32,1,6,0,0,0,35
2023-09,353,99,367,3,4,0,356,61,437,9,117,17,16,5,1,0,1,0,0,0,4,17,27,0,0,0,2,3,0,0,0,1,6,1,3,5,1,7,0,9,2,0,8,0,0,0,11,0,1,0,3,0,0,117,1,1,2,0,0,34,1,0,1,7,1,7,4,0,0,0,0,3,1,2,1,0,111,0,0,3,2,0,1,0,9,0,21,0,7,0,0,0,0,0,0,11,3,0,3,2,0,0,1,0,0,0,3,3,1,2,0,51,1,8,0,1,0,31
2023-10,280,76,314,2,9,0,367,57,375,6,127,16,18,5,1,0,1,1,1,0,8,11,19,0,0,0,1,5,2,0,0,3,5,3,6,7,0,6,0,19,2,0,11,0,0,1,10,1,1,0,4,0,0,97,1,0,3,0,0,32,0,0,0,4,2,12,7,1,0,0,0,2,1,2,0,0,134,0,0,2,0,0,0,0,10,0,14,0,2,1,0,0,0,0,0,5,2,0,2,2,0,2,1,1,0,0,2,2,3,3,0,33,3,7,0,0,0,26
2023-11,313,89,332,6,4,0,352,67,391,7,122,22,20,4,4,0,4,1,3,2,10,12,19,1,0,0,0,5,1,0,0,2,2,0,2,6,1,9,5,18,1,0,10,0,0,0,11,0,3,0,7,0,0,103,1,0,2,0,0,33,0,0,4,4,0,6,8,0,0,2,0,1,6,2,1,0,118,0,0,1,0,2,3,1,2,0,17,0,3,0,0,1,0,0,0,12,3,0,4,1,0,0,3,0,1,1,0,12,0,1,0,42,3,13,0,0,1,41
2023-12,470,112,426,5,10,0,561,93,522,11,170,13,18,7,2,0,2,2,0,0,8,14,50,0,0,0,1,5,4,0,0,4,7,3,10,3,3,7,2,21,3,0,17,0,0,0,11,0,3,0,3,0,0,128,2,0,2,0,0,52,1,0,0,6,0,20,9,1,0,4,0,7,2,4,0,0,170,0,0,0,0,1,0,0,11,0,23,0,3,1,0,0,1,0,0,6,3,1,1,2,0,0,0,0,0,1,1,5,2,6,0,42,2,17,0,0,0,61
2024-01,1023,230,695,18,36,0,1188,131,647,33,229,9,15,25,2,1,4,2,3,2,7,30,38,0,0,0,2,5,2,0,0,2,8,7,10,9,2,8,5,28,6,0,21,0,0,1,11,0,9,0,6,0,0,191,2,0,7,0,0,83,6,0,3,6,5,15,12,1,2,2,0,1,1,10,1,0,250,0,0,2,0,0,1,0,12,0,29,0,6,0,0,1,0,0,0,39,5,1,2,7,0,3,2,0,2,1,1,0,0,3,0,92,0,12,0,0,0,141
2024-02,294,91,332,6,5,0,374,73,369,3,127,16,9,6,0,0,1,1,0,1,5,15,27,0,0,0,0,5,1,0,0,3,3,3,2,2,1,8,1,13,1,0,11,0,0,1,7,1,2,0,3,0,0,116,0,0,3,0,0,35,2,0,1,7,1,12,6,1,0,3,0,0,2,1,0,0,95,0,0,1,0,0,0,0,5,1,10,0,2,0,0,0,0,0,0,7,0,0,0,3,0,0,1,0,0,0,1,6,0,2,0,23,4,6,0,0,0,28
2024-03,367,80,380,2,11,0,442,62,444,1,127,12,9,9,0,0,4,1,2,2,2,14,31,2,0,0,1,9,4,0,0,0,0,1,3,8,2,7,2,28,4,0,13,0,0,1,9,0,0,0,1,0,0,117,2,0,4,0,1,34,0,1,0,5,0,23,12,0,0,0,0,4,2,3,1,1,131,0,0,1,0,0,0,0,9,0,26,0,2,1,0,2,0,0,0,12,2,0,1,3,0,0,0,0,1,0,2,5,0,4,0,37,5,4,0,0,0,46
2024-04,337,101,364,0,6,0,404,69,406,3,137,15,13,7,1,0,1,1,2,0,3,13,23,0,0,0,1,4,1,0,0,0,3,4,6,10,3,10,2,12,5,0,7,0,0,0,10,0,1,1,3,0,0,106,3,0,1,1,0,35,0,0,1,8,0,13,10,0,0,0,1,1,2,2,1,0,105,1,0,4,0,0,0,0,10,0,6,0,2,0,0,0,0,0,0,9,0,0,2,2,1,0,1,0,0,1,2,6,1,0,0,36,2,6,0,0,0,43
2024-05,301,83,321,6,6,0,344,67,391,4,107,23,9,9,1,0,3,0,1,0,3,15,19,0,0,1,0,1,1,0,0,2,5,2,4,5,1,8,1,23,2,0,7,0,0,0,13,1,1,0,1,0,0,129,0,0,0,0,0,42,0,0,1,4,2,20,7,1,1,0,0,1,8,1,0,0,130,1,0,0,0,0,1,0,2,0,18,0,2,0,0,0,0,0,0,9,1,0,3,2,0,0,0,0,0,0,1,3,2,2,0,17,2,6,0,0,0,67
2024-06,347,89,393,6,9,0,516,94,423,6,146,23,15,6,0,0,2,0,2,1,6,14,31,2,0,0,0,2,2,0,0,3,6,3,2,5,0,3,1,22,7,0,13,0,1,0,11,0,0,0,4,0,0,99,2,0,4,1,0,49,0,0,3,4,0,25,14,0,1,1,0,1,2,0,1,0,149,0,0,2,0,0,0,0,9,0,19,0,1,0,0,0,0,0,0,21,1,1,2,1,0,1,0,1,1,1,0,3,2,0,0,30,1,5,0,0,0,103
2024-07,279,77,303,4,7,0,394,76,340,10,130,12,14,7,4,0,3,2,2,1,7,13,27,1,0,0,0,6,1,0,0,3,5,2,2,5,1,3,1,9,8,0,18,0,0,0,13,0,4,0,1,0,0,96,2,0,2,0,0,25,0,0,1,4,0,11,5,1,0,0,0,0,2,1,0,0,110,0,0,0,0,0,0,0,5,0,11,0,2,0,0,0,1,1,0,12,0,0,1,4,0,0,0,0,0,1,3,3,0,1,0,21,4,9,0,1,0,80
2024-08,254,78,299,2,14,0,391,52,295,3,115,4,6,5,1,1,1,0,0,2,2,11,22,0,0,0,1,6,1,0,0,1,2,1,0,2,1,2,3,12,1,0,9,0,0,1,5,0,2,1,5,0,0,96,0,0,1,1,0,23,0,0,1,4,0,12,6,0,0,0,0,0,0,2,0,1,114,0,1,0,0,0,1,0,2,0,9,0,1,0,0,0,0,0,0,8,1,1,1,0,0,2,0,1,0,0,1,1,2,1,0,15,2,4,0,0,0,70
2024-09,293,92,324,3,4,0,499,80,299,10,143,16,13,7,0,0,2,1,1,1,4,8,19,1,0,0,0,5,3,0,0,1,5,1,0,4,0,10,2,7,3,0,6,0,0,1,9,0,2,0,1,0,0,74,1,0,1,1,1,34,4,0,0,4,1,25,11,0,0,0,0,1,3,0,0,1,136,0,0,1,0,1,0,0,5,0,10,0,2,0,0,0,0,0,0,9,2,0,2,1,0,1,0,0,0,1,1,1,1,1,0,19,5,7,0,0,0,83
2024-10,261,102,330,5,8,0,495,83,278,5,118,19,10,7,2,0,1,1,1,0,2,12,16,1,0,0,0,4,1,0,0,2,3,1,1,3,0,9,1,13,1,0,12,0,0,0,8,0,3,0,1,0,0,78,2,1,1,1,0,26,2,0,0,4,0,25,15,1,0,1,0,2,3,0,0,1,120,0,0,0,0,0,0,0,3,0,18,0,4,0,0,1,1,0,0,17,0,2,1,0,0,0,0,0,1,0,3,3,3,4,0,20,3,7,0,0,0,98
2024-11,231,93,321,2,5,0,475,72,229,10,131,11,12,2,0,1,1,0,1,1,7,13,18,1,0,0,0,1,2,0,0,2,5,3,2,6,0,11,2,14,2,0,11,0,0,0,8,1,5,0,3,0,0,83,4,0,4,0,0,24,0,0,1,6,1,21,10,0,0,4,0,0,2,2,0,1,147,0,0,3,0,1,2,0,4,0,11,0,3,0,0,2,2,0,0,11,2,0,2,4,0,1,1,0,0,2,0,2,1,2,0,13,5,8,0,0,0,70
2024-12,637,223,573,5,20,0,997,151,429,11,255,21,17,11,4,1,2,0,1,1,8,25,36,1,0,0,0,7,2,0,0,5,11,3,7,3,3,21,4,21,2,0,12,0,0,1,21,0,4,0,7,0,0,154,0,0,0,1,0,54,1,0,2,5,1,45,29,0,0,3,0,0,2,2,0,0,251,0,1,0,0,0,1,0,9,0,26,0,3,0,0,1,1,0,1,13,4,2,1,2,0,4,0,1,2,1,4,7,3,3,0,44,7,9,0,0,0,137
2025-01,1591,283,785,29,56,0,1822,286,693,20,324,22,20,26,8,2,0,2,1,1,4,15,29,2,0,0,1,12,1,0,0,5,8,4,9,8,2,13,7,23,13,0,22,0,0,2,19,0,13,0,4,0,0,263,6,0,6,0,0,97,1,0,4,5,1,46,27,0,1,4,0,3,1,7,6,0,397,0,2,0,0,1,0,1,12,0,20,0,3,0,0,1,0,0,0,41,9,6,2,6,0,2,0,1,2,0,5,4,2,1,0,112,7,30,0,0,0,257
2025-02,325,133,334,3,9,0,541,81,186,2,118,11,14,8,2,2,1,1,1,1,5,12,11,0,0,1,3,1,2,0,0,1,2,2,1,3,1,7,2,9,5,0,12,0,0,0,9,0,1,0,4,0,0,95,0,0,1,0,0,12,0,0,2,3,0,29,17,0,0,0,0,0,2,0,0,1,150,0,1,0,0,0,2,1,5,0,15,0,3,0,0,0,0,0,0,7,2,1,0,2,0,0,0,1,0,0,1,0,1,0,0,19,1,7,0,0,0,84
2025-03,299,128,396,8,5,0,625,99,240,8,136,12,17,9,0,0,1,1,0,1,4,9,17,2,0,0,1,2,3,0,0,0,1,4,2,4,1,7,2,17,1,0,10,0,0,0,11,0,4,1,4,0,0,109,2,0,2,1,0,24,1,0,2,3,1,23,18,1,0,2,0,0,1,0,1,1,182,0,1,2,0,0,0,0,10,0,12,0,2,0,0,2,0,0,0,6,2,1,2,2,0,0,0,0,0,0,2,1,2,3,0,12,2,6,0,0,0,113
2025-04,348,146,351,9,8,0,601,118,223,5,125,13,12,16,1,1,3,0,2,1,4,13,12,0,0,1,0,3,3,0,0,1,3,3,4,3,0,6,1,15,3,0,5,0,0,1,11,0,1,0,4,0,0,106,0,0,1,2,0,34,1,0,1,4,1,15,12,0,1,0,0,0,2,0,2,1,169,0,1,0,0,1,1,0,4,0,12,0,3,0,0,0,0,0,0,11,0,1,1,3,0,2,1,1,3,0,1,4,2,1,0,19,2,10,0,0,0,130
2025-05,319,94,294,6,9,0,473,104,191,8,133,12,6,13,0,2,2,0,0,0,5,9,19,0,0,1,0,2,1,0,0,0,0,0,6,4,1,10,2,13,6,0,8,0,0,0,18,0,3,0,2,0,0,111,0,0,0,0,0,35,0,0,0,5,0,18,17,0,0,1,0,2,3,3,0,0,122,0,0,0,0,0,0,0,6,0,9,0,1,0,0,0,1,0,0,8,1,1,2,3,0,0,0,0,1,0,2,2,0,0,0,16,1,4,0,0,0,129
2025-06,410,123,446,1,12,0,654,145,356,8,186,20,21,9,0,1,3,1,5,3,4,19,21,0,0,0,2,3,2,0,0,1,5,2,1,2,1,12,4,26,2,0,10,0,0,2,13,1,5,0,5,0,0,151,2,0,1,1,0,35,1,0,2,7,3,32,16,0,0,2,0,6,2,1,0,0,185,0,1,1,0,1,0,1,10,0,15,0,1,0,0,1,1,1,0,8,2,1,1,5,0,3,0,0,1,0,2,3,2,1,0,25,1,13,0,0,0,140
2025-07,315,75,331,7,8,0,517,105,300,5,152,10,14,13,0,0,0,0,1,1,3,7,29,0,0,1,0,2,3,0,0,4,4,0,4,1,0,15,0,18,7,0,8,0,0,0,3,0,3,0,8,0,0,90,1,1,1,0,0,33,1,0,0,1,0,25,10,0,0,2,0,1,3,2,1,1,158,1,1,0,0,0,1,0,4,0,12,0,3,0,0,0,1,0,0,10,2,1,1,2,0,1,0,0,1,0,2,1,0,2,0,24,0,4,0,0,0,119
2025-08,312,98,364,5,10,0,501,128,334,6,156,9,14,10,1,0,1,1,2,0,5,11,28,1,0,0,0,1,2,0,0,1,5,3,3,2,1,16,2,13,7,0,16,0,0,0,13,0,4,0,5,0,0,133,0,0,0,1,0,28,2,0,4,1,1,30,10,1,0,0,0,4,0,4,0,0,194,0,0,3,0,0,0,0,6,0,10,0,2,0,0,1,3,0,0,14,2,2,0,1,1,1,0,0,0,1,0,1,1,3,0,21,2,5,0,0,1,118
2025-09,363,93,412,9,11,0,576,153,440,10,204,12,16,7,2,2,3,0,3,2,7,14,23,0,0,0,0,0,1,0,0,4,9,6,2,4,1,10,3,20,5,0,21,0,0,0,7,0,2,0,4,0,0,168,1,2,3,0,0,41,1,0,1,3,0,30,15,0,0,1,1,2,1,3,0,0,168,0,1,1,0,0,0,0,6,0,9,0,3,0,0,0,1,0,0,10,3,2,1,3,1,0,1,1,0,0,2,6,3,2,0,16,1,8,0,0,1,136
2025-10,371,84,404,10,13,0,639,153,460,7,227,22,23,10,2,0,2,2,2,1,2,12,27,0,0,1,2,4,1,0,0,2,7,3,1,3,3,10,9,20,4,0,19,0,0,0,20,0,2,0,10,0,0,183,2,1,5,2,0,31,3,0,1,4,0,26,18,1,0,1,0,2,1,0,3,0,184,0,0,2,0,0,0,0,6,0,19,0,2,1,0,2,3,0,0,17,4,0,3,2,0,1,1,0,0,1,4,0,1,1,0,24,4,9,0,0,0,173
2025-11,323,89,445,6,10,0,581,136,519,5,176,19,16,17,0,0,2,2,4,1,5,11,27,0,0,1,1,4,5,0,0,1,4,4,3,6,1,6,2,31,10,0,21,0,0,1,20,0,1,1,5,0,0,182,3,0,2,1,0,37,1,0,2,4,2,26,21,2,1,2,0,4,5,1,1,0,185,0,0,4,0,0,0,0,16,0,18,0,2,0,0,1,0,0,0,10,2,0,1,0,0,1,1,0,2,0,1,1,0,0,0,20,4,18,0,0,0,187
2025-12,752,208,788,10,23,0,1318,303,725,16,441,31,32,24,4,1,1,0,7,3,9,23,50,1,0,1,0,4,5,0,0,1,11,7,10,1,2,79,5,37,9,0,40,0,0,1,17,0,9,0,9,0,0,360,3,1,5,2,0,60,2,0,1,3,1,54,44,1,0,1,0,12,3,6,2,1,320,1,1,0,0,0,1,0,14,0,29,0,4,0,0,1,1,0,0,33,4,0,1,9,0,4,2,0,0,0,5,9,5,3,0,42,6,22,0,0,0,286
2026-01,393,80,395,5,15,0,664,156,464,4,204,14,15,13,3,0,0,2,6,0,4,8,40,1,0,0,0,7,1,0,0,1,5,5,7,1,0,12,5,22,7,0,27,0,0,1,14,0,8,0,1,0,0,212,2,0,4,0,0,50,1,0,2,4,1,27,21,0,0,0,0,5,1,6,1,1,224,0,1,2,0,0,0,0,4,1,17,0,1,0,0,0,2,0,0,15,3,1,0,7,0,1,0,0,0,0,2,0,2,1,0,20,8,13,0,0,0,179
2026-02,206,70,344,7,9,0,384,127,376,7,160,16,14,10,4,1,0,0,0,0,5,7,29,1,0,0,0,4,2,0,0,2,6,1,1,1,0,13,2,20,4,0,16,0,0,0,8,0,3,0,3,0,0,140,3,0,2,1,0,37,1,0,1,4,1,27,12,1,0,1,0,5,0,2,1,1,151,0,0,1,0,0,0,0,1,0,10,0,4,0,0,2,0,0,0,12,1,0,1,1,1,0,0,0,0,0,1,3,0,0,0,11,1,10,0,1,0,119
