Date,DDoS-ALL,Phishing-ALL,Ransomware-ALL,Password Attack-ALL,Account Hijacking-ALL,Trojan-ALL,Vulnerability-ALL,Zero-day-ALL,Advanced persistent threat-ALL,Malware-ALL,Disinformation/Misinformation-ALL,Targeted Attack-ALL,Brute Force Attack-ALL,Backdoor-ALL,Botnet-ALL,Cryptojacking-ALL,Papers_MITM,Papers_DNS_Spoofing,Papers_Dropper,Papers_Insider_Threat,Papers_Adversarial_Attack,Papers_Data_Poisoning,Papers_Deepfake,Papers_Supply_Chain,Papers_IoT_Device_Attack,Papers_Session_Hijacking,Solution_BLOCKCHAIN_Papers,Solution_ACCESS_CONTROL_Papers,Solution_ENCRYPTION_Papers,Solution_SUPPLY_CHAIN_RISK_MANAGEMENT_Papers,Solution_IDENTITY_MANAGEMENT_Papers,Solution_ML/DL_Papers,Solution_ANOMALY_DETECTION_Papers,Solution_CRYPTOGRAPHY_Papers,Solution_PENETRATION_TESTING_Papers,Solution_IDS/IPS_Papers,Solution_STATIC_ANALYSIS_Papers,Solution_DYNAMIC_ANALYSIS_Papers,Solution_MULTI_FACTOR_AUTHENTICATION_Papers,Solution_LEAST_PRIVILEGE_Papers,Solution_SESSION_MANAGEMENT_Papers,Solution_CAPTCHA_Papers,Solution_BLACKLISTING_Papers,Solution_RATE_LIMITING_Papers,Solution_GRAPHICAL_MODEL_Papers,Solution_HONEYPOT_Papers,Solution_SOFTWARE_DEFINED_NETWORK_Papers,Solution_GAME_THEORY_Papers,Solution_TRAFFIC_SHAPING_Papers,Solution_PACKET_FILTERING_Papers,Solution_BLACKHOLING_Papers,Solution_RANK_CORRELATION_Papers,Solution_STRONG_AUTHENTICATION_Papers,Solution_SSL/TLS_Papers,Solution_HTTPS_Papers,Solution_CONTINUOUS_AUTHENTICATION_Papers,Solution_IDENTITY_BASED_ENCRYPTION_Papers,Solution_DATA_SANITIZATION_Papers,Solution_OUTLIER_DETECTION_Papers,Solution_DATA_PROVENANCE_Papers,Solution_ADVERSARIAL_TRAINING_Papers,Solution_TRUSTWORTHY_AI_Papers,Solution_BAYESIAN_NETWORK_Papers,Solution_BEHAVIOR_BASED_DETECTION_Papers,Solution_FORMAL_VERIFICATION_Papers,Solution_SPLIT_MANUFACTURING_Papers,Solution_VULNERABILITY_MANAGEMENT_Papers,Solution_FILE_INTEGRITY_MONITORING_Papers,Solution_VPN_Papers,Solution_PRIVACY_PRESERVING_Papers,Solution_SECURE_BOOT_Papers,Solution_MERKLE_SIGNATURE_Papers,Solution_LIVENESS_DETECTION_Papers,Solution_3D_FACE_RECONSTRUCTION_Papers,Solution_BIOMETRICS_Papers,Solution_DIGITAL_WATERMARK_Papers,Solution_APPLICATION_WHITELISTING_Papers,Solution_DATA_BACKUPS_Papers,Solution_HIDDEN_MARKOV_MODEL_Papers,Solution_PATCH_MANAGEMENT_Papers,Solution_DATA_AUGMENTATION_Papers,Solution_DIMENSIONALITY_REDUCTION_Papers,Solution_DEFENSIVE_DISTILLATION_Papers,Solution_RRAM_Papers,Solution_SPATIAL_SMOOTHING_Papers,Solution_NOISE_INJECTION_Papers,Solution_TAINT_ANALYSIS_Papers,Solution_NETWORK_SEGMENTATION_Papers,Solution_USER_BEHAVIOR_ANALYTICS_Papers,Solution_DECEPTION_TECHNOLOGY_Papers,Solution_RISK_ASSESSMENT_Papers,Solution_DYNAMIC_RESOURCE_MANAGEMENT_Papers,Solution_SANDBOXING_Papers,Solution_DARKNET_MONITORING_Papers,Solution_VIRTUAL_KEYBOARDS_Papers,Solution_CODE_SIGNING_Papers,Solution_PUBLIC_KEY_INFRASTRUCTURE_Papers,Solution_MUTUAL_AUTHENTICATION_Papers,Solution_ONE_TIME_PASSWORD_Papers,Solution_DYNAMIC_BINARY_INSTRUMENTATION_Papers,Solution_PASSWORD_HASHING_Papers,Solution_DNSSEC_Papers,Solution_CERTIFICATE_PINNING_Papers,Solution_SECURE_SIMPLE_PAIRING_Papers,Solution_VULNERABILITY_ASSESSMENT_Papers,Solution_SIEM_Papers,Solution_STANDARDIZED_COMMUNICATION_Papers,Solution_CONTROL_FLOW_INTEGRITY_Papers,Solution_VULNERABILITY_SCANNER_Papers,Solution_PASSWORD_STRENGTH_METERS_Papers,Solution_PASSWORD_MANAGEMENT_Papers,Solution_PASSWORD_POLICY_Papers,Solution_GRAPHICAL_AUTHENTICATION_Papers,Solution_DATA_LOSS_PREVENTION_Papers,Solution_DATA_LEAKAGE_DETECTION/PREVENTION_Papers,Solution_ACTIVITY_MONITORING_Papers,Solution_MOVING_TARGET_DEFENSE_Papers,Solution_KEYSTROKE_DYNAMICS_Papers,Solution_ATTACK_TREE_Papers,Solution_DISTRIBUTED_LEDGERS_Papers,Solution_SOURCE_IDENTIFICATION_Papers,Solution_IMAGE_RECOGNITION_Papers,Solution_HYPERGAME_Papers
Jan-22,2,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,14,0,0,6,74,1,18,14,87,0,433,86,294,7,14,407,37,323,4,89,5,8,4,1,1,2,0,1,0,3,20,13,0,0,6,2,1,7,4,1,4,2,2,6,2,0,14,0,8,0,2,0,2,83,0,0,1,0,48,2,0,2,2,1,7,5,0,2,0,0,1,1,2,0,139,0,1,0,0,0,4,13,4,0,2,1,0,0,7,1,0,1,2,0,2,2,1,2,0,1,2,3,2,60,2,13,0
Feb-22,1,2,2,0,0,1,1,0,2,44,0,1,0,37,0,0,5,0,0,2,64,0,8,7,51,0,150,59,205,1,4,198,36,285,1,75,11,10,3,0,0,0,1,0,0,3,13,20,1,0,1,0,1,5,2,3,4,1,4,4,8,0,6,1,8,1,1,0,4,49,1,0,1,0,19,3,0,1,3,0,2,3,0,1,0,0,0,0,0,2,79,0,1,0,0,2,4,12,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,2,2,1,19,0,4,0
Mar-22,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,21,0,0,11,54,2,10,3,68,0,220,60,253,3,6,237,32,310,3,91,6,5,3,2,0,7,0,0,2,5,8,28,0,1,3,0,0,7,1,0,7,1,3,1,7,1,7,1,7,0,2,0,2,76,1,0,4,0,38,2,0,0,2,0,6,6,0,0,0,0,3,2,1,2,119,0,1,0,0,0,5,16,0,0,0,0,0,0,10,0,0,1,1,0,0,0,1,0,0,0,6,2,1,28,4,3,1
Apr-22,3,11,0,0,0,0,0,0,5,9,0,9,0,0,2,0,15,0,0,3,61,5,15,2,55,2,158,50,206,1,4,217,31,265,4,61,9,9,4,1,2,2,0,2,1,3,14,22,0,1,3,2,0,4,1,3,1,0,3,3,8,3,5,0,5,0,1,0,3,65,0,0,3,0,28,2,0,1,3,2,5,2,0,1,0,0,2,0,1,0,81,0,0,0,0,0,4,14,3,0,0,0,0,0,5,0,0,2,5,0,1,2,0,0,0,1,5,2,2,17,1,5,0
May-22,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,1,0,3,68,5,18,5,73,1,167,68,224,1,4,204,40,282,1,82,12,8,1,0,0,0,0,0,0,3,7,25,0,0,3,1,0,2,1,3,5,1,3,4,7,0,5,0,7,0,1,0,1,70,0,0,2,0,32,1,0,1,6,0,6,8,0,1,0,0,1,1,0,0,82,0,0,0,0,1,10,14,2,0,0,0,0,0,5,0,0,1,3,0,1,0,0,1,1,0,7,1,1,26,4,2,0
Jun-22,2,2,0,1,0,0,0,0,0,1,1,3,0,0,0,0,16,1,0,4,128,7,31,3,68,3,246,65,294,1,5,321,61,374,1,100,17,11,4,3,1,0,3,1,0,5,10,26,0,1,2,3,1,7,0,4,2,4,9,2,12,2,9,0,12,1,1,0,2,77,1,0,0,0,37,0,0,2,7,0,6,5,0,1,0,2,1,0,0,1,94,0,0,0,1,1,6,14,3,2,0,2,0,0,10,0,1,0,0,0,0,1,0,0,0,3,4,1,2,30,2,3,0
Jul-22,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,11,1,0,4,82,6,15,5,58,0,233,67,232,1,5,233,36,302,4,78,17,12,3,0,0,3,1,2,0,3,10,32,1,0,1,3,1,5,4,2,5,0,2,2,8,0,8,0,9,1,1,0,1,71,0,0,2,0,38,2,0,1,3,0,4,10,0,1,0,1,3,0,0,0,90,0,1,0,0,0,6,16,1,0,0,0,0,1,7,1,0,1,4,0,0,0,0,0,0,0,0,1,2,35,0,4,0
Aug-22,5,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,13,0,0,5,84,2,13,4,61,1,213,46,250,2,7,224,35,326,4,72,2,4,3,0,0,1,1,0,0,4,16,19,0,0,3,3,2,4,2,1,1,0,4,1,10,1,13,1,11,0,2,0,2,75,1,0,4,0,19,1,0,1,2,0,7,4,0,0,0,1,0,0,0,0,101,0,1,0,0,0,9,13,1,0,0,2,0,0,8,0,1,2,2,0,0,0,0,1,0,1,5,2,2,25,1,5,0
Sep-22,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0,4,85,2,17,4,73,1,249,70,320,1,4,274,45,372,1,99,11,12,0,0,1,1,0,1,0,5,13,22,0,1,5,1,2,2,1,3,2,0,5,2,15,3,10,0,3,1,1,0,4,107,0,0,0,0,29,0,0,1,3,1,9,4,0,0,0,0,7,0,0,0,102,1,0,0,1,0,7,22,4,0,0,1,0,0,10,2,0,3,2,0,1,0,0,1,0,0,7,3,2,33,4,4,0
Oct-22,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15,2,0,7,130,7,27,17,85,1,266,67,264,0,8,279,47,336,3,95,14,13,2,2,0,2,0,0,1,3,12,27,0,0,3,2,2,6,2,7,1,0,3,6,13,0,9,0,12,1,1,0,4,71,0,1,1,0,44,1,0,0,7,0,7,5,0,3,0,0,4,0,1,1,89,2,0,0,1,0,11,19,2,1,0,2,1,0,7,1,0,3,1,0,0,0,0,0,0,1,4,1,3,31,2,7,0
Nov-22,1,0,1,0,0,0,1,0,5,6,0,0,0,0,0,0,13,0,0,4,128,7,12,22,87,1,272,66,307,1,6,339,65,390,5,117,25,19,3,1,0,3,2,0,1,7,14,20,0,1,6,0,2,5,5,1,3,1,1,1,12,0,4,0,11,0,3,0,4,110,3,0,0,0,35,0,0,1,4,1,5,8,1,2,0,1,7,0,0,0,101,0,1,0,0,3,6,20,0,0,0,1,0,0,8,0,0,2,4,0,0,0,0,0,0,2,11,0,5,29,3,9,0
Dec-22,3,3,0,0,0,0,0,0,4,4,1,0,0,0,0,0,22,0,0,10,118,6,22,17,121,1,360,93,369,3,7,430,69,439,5,151,14,12,4,2,1,4,0,2,1,9,17,33,0,1,5,2,3,7,3,4,6,0,8,3,14,2,18,0,16,0,3,0,4,131,2,2,1,0,42,0,0,1,5,0,14,11,1,0,0,0,5,1,0,1,179,0,1,0,0,0,12,18,3,0,0,1,0,0,15,3,0,0,0,0,0,0,1,0,1,1,10,3,1,61,5,11,0
Jan-23,0,2,4,0,0,0,0,0,2,6,0,0,0,0,0,0,25,0,0,8,134,9,32,17,143,1,572,115,398,7,13,603,67,456,7,134,8,12,10,1,1,3,0,1,1,3,25,22,0,0,7,3,4,5,1,3,4,1,4,4,8,4,14,1,14,1,3,0,4,112,1,0,1,0,61,0,0,2,10,3,6,6,1,2,0,0,1,0,0,0,166,0,0,0,0,1,12,17,4,1,0,0,0,0,12,2,0,2,0,0,0,0,1,3,2,2,2,2,3,72,2,11,1
Feb-23,1,4,1,0,0,0,0,0,3,3,1,1,0,1,0,0,14,0,0,2,101,5,10,6,64,3,235,58,256,2,8,304,52,269,3,130,12,17,4,0,0,2,0,0,1,4,12,17,0,0,0,1,1,4,3,2,6,1,6,4,10,3,14,0,6,0,2,0,3,56,0,0,1,0,36,1,0,2,1,0,12,6,1,2,0,2,1,1,0,0,103,0,0,0,0,0,4,17,2,0,0,0,0,1,13,2,0,0,1,0,0,1,0,0,0,2,9,0,0,23,1,4,0
Mar-23,2,3,0,0,0,0,3,0,9,5,2,3,0,0,0,0,14,2,0,4,107,9,14,9,76,1,273,77,303,4,6,309,47,384,10,99,15,12,3,0,0,2,1,1,0,6,8,35,0,1,6,1,4,4,3,4,5,2,2,0,8,1,9,1,8,0,4,0,1,94,0,0,2,0,31,4,0,2,7,0,5,10,0,1,0,2,3,2,1,1,113,0,1,0,0,0,6,16,1,0,0,2,0,0,14,1,0,2,4,1,1,1,1,0,0,1,1,0,2,34,0,7,0
Apr-23,2,3,2,0,0,2,1,0,4,5,0,2,0,0,0,0,10,0,0,4,118,11,22,8,71,0,226,63,263,0,9,277,39,307,7,88,10,12,8,0,1,3,1,1,0,2,15,18,0,1,2,1,1,3,2,2,6,1,4,1,15,0,9,2,6,0,0,0,4,86,0,0,1,0,32,3,0,0,5,0,11,1,1,1,0,0,2,0,0,0,115,0,3,0,0,0,7,12,0,0,0,1,0,0,10,1,0,2,2,1,1,0,0,0,1,1,3,3,0,27,3,7,0
May-23,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,17,1,0,8,88,6,15,7,87,0,231,84,285,0,5,271,64,353,3,107,9,9,6,3,0,0,1,2,0,6,13,20,0,0,3,3,4,2,2,8,3,0,4,0,10,0,4,0,7,0,2,0,4,102,1,0,4,0,41,0,0,0,4,0,7,3,0,2,0,0,0,0,0,0,88,0,0,0,0,0,12,19,3,0,0,0,0,0,8,2,0,1,0,0,1,0,1,0,0,1,5,3,2,22,2,4,0
Jun-23,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,17,0,0,3,171,7,24,10,87,1,264,76,366,1,3,365,63,434,4,113,10,11,4,1,0,1,0,0,0,2,21,33,0,0,4,1,0,7,4,1,4,0,6,0,20,1,9,0,15,0,1,0,4,88,1,0,4,0,41,1,0,0,5,1,5,8,0,1,0,1,1,1,0,2,114,0,1,0,0,1,3,30,2,0,0,0,0,0,9,4,0,2,1,0,1,0,0,0,2,2,3,2,0,42,2,8,0
Jul-23,2,2,0,0,0,0,2,0,0,5,0,0,0,1,0,0,19,0,0,3,120,5,22,8,76,1,280,86,309,3,4,315,45,361,6,88,15,8,4,1,0,3,1,1,2,2,21,27,1,1,5,1,2,7,3,2,4,0,1,2,12,0,7,0,15,0,2,0,4,104,0,0,1,1,31,2,0,2,9,1,10,5,0,2,0,3,8,0,1,0,90,0,3,0,0,0,10,19,2,0,0,0,0,0,11,1,0,1,0,0,1,0,0,2,1,1,6,2,1,28,3,3,0
Aug-23,2,1,1,0,0,0,1,0,1,5,1,3,0,0,0,0,16,0,0,6,108,4,20,12,73,0,259,76,276,0,8,332,51,348,3,100,11,4,8,0,0,4,0,1,0,7,13,14,0,1,2,2,0,2,2,2,4,0,6,4,15,0,3,0,6,0,4,0,1,69,1,0,5,0,38,2,0,0,3,0,10,9,1,2,0,1,2,0,0,0,94,0,3,0,0,0,8,17,2,0,1,0,0,0,5,1,1,1,0,0,0,0,1,1,1,3,3,2,3,32,1,6,0
Sep-23,2,2,3,0,0,0,0,0,0,8,0,1,0,1,0,0,21,1,0,6,128,6,21,10,102,0,353,99,367,3,4,356,61,437,9,117,17,16,5,1,0,1,0,0,0,4,17,27,0,2,3,0,1,6,1,3,5,1,7,0,9,2,8,0,11,0,1,0,3,117,1,1,2,0,34,1,0,1,7,1,7,4,0,0,0,3,1,2,1,0,111,0,3,2,0,1,9,21,7,0,0,0,0,0,11,3,0,3,2,0,0,1,0,0,0,3,3,1,2,51,1,8,1
Oct-23,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,13,0,0,10,150,13,30,11,82,2,280,76,314,2,9,367,57,375,6,127,16,18,5,1,0,1,1,1,0,8,11,19,0,1,5,2,3,5,3,6,7,0,6,0,19,2,11,1,10,1,1,0,4,97,1,0,3,0,32,0,0,0,4,2,12,7,1,0,0,2,1,2,0,0,134,0,2,0,0,0,10,14,2,1,0,0,0,0,5,2,0,2,2,0,2,1,1,0,0,2,2,3,3,33,3,7,0
Nov-23,0,3,1,0,0,0,1,0,3,2,0,1,0,0,0,0,8,0,0,2,144,7,25,22,64,0,313,89,332,6,4,352,67,391,7,122,22,20,4,4,0,4,1,3,2,10,12,19,0,0,5,1,2,2,0,2,6,1,9,5,18,1,10,0,11,0,3,0,7,103,1,0,2,0,33,0,0,4,4,0,6,8,0,2,0,1,6,2,1,0,118,0,1,0,2,3,2,17,3,0,1,0,0,0,12,3,0,4,1,0,0,3,0,1,1,0,12,0,1,42,3,13,0
Dec-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,11,190,15,26,20,112,0,470,112,426,5,10,561,93,522,11,170,13,18,7,2,0,2,2,0,0,8,14,50,0,1,5,4,4,7,3,10,3,3,7,2,21,3,17,0,11,0,3,0,3,128,2,0,2,0,52,1,0,0,6,0,20,9,1,4,0,7,2,4,0,0,170,0,0,0,1,0,11,23,3,1,0,1,0,0,6,3,1,1,2,0,0,0,0,0,1,1,5,2,6,42,2,17,0
Jan-24,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,29,1,0,26,226,19,47,34,171,0,1023,230,695,18,36,1188,131,647,33,229,9,15,25,2,1,4,2,3,2,7,30,38,0,2,5,2,2,8,7,10,9,2,8,5,28,6,21,1,11,0,9,0,6,191,2,0,7,0,83,6,0,3,6,5,15,12,1,2,0,1,1,10,1,0,250,0,2,0,0,1,12,29,6,0,1,0,0,0,39,5,1,2,7,0,3,2,0,2,1,1,0,0,3,92,0,12,0
Feb-24,0,0,0,0,0,0,4,0,9,5,0,0,0,0,0,0,13,0,0,5,107,4,29,11,77,0,294,91,332,6,5,374,73,369,3,127,16,9,6,0,0,1,1,0,1,5,15,27,0,0,5,1,3,3,3,2,2,1,8,1,13,1,11,1,7,1,2,0,3,116,0,0,3,0,35,2,0,1,7,1,12,6,1,3,0,0,2,1,0,0,95,0,1,0,0,0,5,10,2,0,0,0,0,0,7,0,0,0,3,0,0,1,0,0,0,1,6,0,2,23,4,6,0
Mar-24,0,1,1,2,0,0,0,0,1,2,0,0,0,1,0,0,20,1,0,8,212,16,32,9,78,0,367,80,380,2,11,442,62,444,1,127,12,9,9,0,0,4,1,2,2,2,14,31,0,1,9,4,0,0,1,3,8,2,7,2,28,4,13,1,9,0,0,0,1,117,2,0,4,1,34,0,1,0,5,0,23,12,0,0,0,4,2,3,1,1,131,0,1,0,0,0,9,26,2,1,2,0,0,0,12,2,0,1,3,0,0,0,0,1,0,2,5,0,4,37,5,4,0
Apr-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,116,10,25,10,89,0,337,101,364,0,6,404,69,406,3,137,15,13,7,1,0,1,1,2,0,3,13,23,0,1,4,1,0,3,4,6,10,3,10,2,12,5,7,0,10,0,1,1,3,106,3,0,1,0,35,0,0,1,8,0,13,10,0,0,1,1,2,2,1,0,105,0,4,0,0,0,10,6,2,0,0,0,0,0,9,0,0,2,2,1,0,1,0,0,1,2,6,1,0,36,2,6,0
May-24,0,1,0,0,0,0,3,0,1,3,0,0,0,0,0,0,14,0,0,9,162,8,25,12,66,1,301,83,321,6,6,344,67,391,4,107,23,9,9,1,0,3,0,1,0,3,15,19,1,0,1,1,2,5,2,4,5,1,8,1,23,2,7,0,13,1,1,0,1,129,0,0,0,0,42,0,0,1,4,2,20,7,1,0,0,1,8,1,0,0,130,0,0,0,0,1,2,18,2,0,0,0,0,0,9,1,0,3,2,0,0,0,0,0,0,1,3,2,2,17,2,6,0
Jun-24,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,18,1,0,10,159,8,44,11,80,1,347,89,393,6,9,516,94,423,6,146,23,15,6,0,0,2,0,2,1,6,14,31,0,0,2,2,3,6,3,2,5,0,3,1,22,7,13,0,11,0,0,0,4,99,2,0,4,0,49,0,0,3,4,0,25,14,0,1,0,1,2,0,1,0,149,0,2,0,0,0,9,19,1,0,0,0,0,0,21,1,1,2,1,0,1,0,1,1,1,0,3,2,0,30,1,5,0
Jul-24,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,21,0,0,4,117,8,28,18,83,2,279,77,303,4,7,394,76,340,10,130,12,14,7,4,0,3,2,2,1,7,13,27,0,0,6,1,3,5,2,2,5,1,3,1,9,8,18,0,13,0,4,0,1,96,2,0,2,0,25,0,0,1,4,0,11,5,1,0,0,0,2,1,0,0,110,0,0,0,0,0,5,11,2,0,0,1,1,0,12,0,0,1,4,0,0,0,0,0,1,3,3,0,1,21,4,9,1
Aug-24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,1,4,93,9,32,8,59,0,254,78,299,2,14,391,52,295,3,115,4,6,5,1,1,1,0,0,2,2,11,22,0,1,6,1,1,2,1,0,2,1,2,3,12,1,9,1,5,0,2,1,5,96,0,0,1,0,23,0,0,1,4,0,12,6,0,0,0,0,0,2,0,1,114,1,0,0,0,1,2,9,1,0,0,0,0,0,8,1,1,1,0,0,2,0,1,0,0,1,1,2,1,15,2,4,0
Sep-24,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,18,0,0,5,155,7,49,11,72,1,293,92,324,3,4,499,80,299,10,143,16,13,7,0,0,2,1,1,1,4,8,19,0,0,5,3,1,5,1,0,4,0,10,2,7,3,6,1,9,0,2,0,1,74,1,0,1,1,34,4,0,0,4,1,25,11,0,0,0,1,3,0,0,1,136,0,1,0,1,0,5,10,2,0,0,0,0,0,9,2,0,2,1,0,1,0,0,0,1,1,1,1,1,19,5,7,0
Oct-24,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,10,0,0,10,213,7,52,15,79,0,261,102,330,5,8,495,83,278,5,118,19,10,7,2,0,1,1,1,0,2,12,16,0,0,4,1,2,3,1,1,3,0,9,1,13,1,12,0,8,0,3,0,1,78,2,1,1,0,26,2,0,0,4,0,25,15,1,1,0,2,3,0,0,1,120,0,0,0,0,0,3,18,4,0,1,1,0,0,17,0,2,1,0,0,0,0,0,1,0,3,3,3,4,20,3,7,0
Nov-24,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,17,0,0,7,148,7,28,14,65,0,231,93,321,2,5,475,72,229,10,131,11,12,2,0,1,1,0,1,1,7,13,18,0,0,1,2,2,5,3,2,6,0,11,2,14,2,11,0,8,1,5,0,3,83,4,0,4,0,24,0,0,1,6,1,21,10,0,4,0,0,2,2,0,1,147,0,3,0,1,2,4,11,3,0,2,2,0,0,11,2,0,2,4,0,1,1,0,0,2,0,2,1,2,13,5,8,0
Dec-24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,1,0,20,264,17,102,13,146,3,637,223,573,5,20,997,151,429,11,255,21,17,11,4,1,2,0,1,1,8,25,36,0,0,7,2,5,11,3,7,3,3,21,4,21,2,12,1,21,0,4,0,7,154,0,0,0,0,54,1,0,2,5,1,45,29,0,3,0,0,2,2,0,0,251,1,0,0,0,1,9,26,3,0,1,1,0,1,13,4,2,1,2,0,4,0,1,2,1,4,7,3,3,44,7,9,0
Jan-25,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,41,1,0,32,300,30,92,45,209,5,1591,283,785,29,56,1822,286,693,20,324,22,20,26,8,2,0,2,1,1,4,15,29,0,1,12,1,5,8,4,9,8,2,13,7,23,13,22,2,19,0,13,0,4,263,6,0,6,0,97,1,0,4,5,1,46,27,0,4,0,3,1,7,6,0,397,2,0,0,1,0,12,20,3,0,1,0,0,0,41,9,6,2,6,0,2,0,1,2,0,5,4,2,1,112,7,30,0
Feb-25,0,0,0,0,0,0,1,0,4,3,1,0,0,2,0,0,22,1,0,3,141,9,43,11,60,2,325,133,334,3,9,541,81,186,2,118,11,14,8,2,2,1,1,1,1,5,12,11,1,3,1,2,1,2,2,1,3,1,7,2,9,5,12,0,9,0,1,0,4,95,0,0,1,0,12,0,0,2,3,0,29,17,0,0,0,0,2,0,0,1,150,1,0,0,0,2,5,15,3,0,0,0,0,0,7,2,1,0,2,0,0,0,1,0,0,1,0,1,0,19,1,7,0
Mar-25,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,22,0,0,10,170,8,42,9,71,0,299,128,396,8,5,625,99,240,8,136,12,17,9,0,0,1,1,0,1,4,9,17,0,1,2,3,0,1,4,2,4,1,7,2,17,1,10,0,11,0,4,1,4,109,2,0,2,0,24,1,0,2,3,1,23,18,1,2,0,0,1,0,1,1,182,1,2,0,0,0,10,12,2,0,2,0,0,0,6,2,1,2,2,0,0,0,0,0,0,2,1,2,3,12,2,6,0
Apr-25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18,0,0,15,274,15,89,16,75,2,348,146,351,9,8,601,118,223,5,125,13,12,16,1,1,3,0,2,1,4,13,12,1,0,3,3,1,3,3,4,3,0,6,1,15,3,5,1,11,0,1,0,4,106,0,0,1,0,34,1,0,1,4,1,15,12,0,0,0,0,2,0,2,1,169,1,0,0,1,1,4,12,3,0,0,0,0,0,11,0,1,1,3,0,2,1,1,3,0,1,4,2,1,19,2,10,0
May-25,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,12,0,0,12,157,10,35,17,73,0,319,94,294,6,9,473,104,191,8,133,12,6,13,0,2,2,0,0,0,5,9,19,1,0,2,1,0,0,0,6,4,1,10,2,13,6,8,0,18,0,3,0,2,111,0,0,0,0,35,0,0,0,5,0,18,17,0,1,0,2,3,3,0,0,122,0,0,0,0,0,6,9,1,0,0,1,0,0,8,1,1,2,3,0,0,0,0,1,0,2,2,0,0,16,1,4,0
Jun-25,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,26,1,0,9,220,22,61,12,85,1,410,123,446,1,12,654,145,356,8,186,20,21,9,0,1,3,1,5,3,4,19,21,0,2,3,2,1,5,2,1,2,1,12,4,26,2,10,2,13,1,5,0,5,151,2,0,1,0,35,1,0,2,7,3,32,16,0,2,0,6,2,1,0,0,185,1,1,0,1,0,10,15,1,0,1,1,1,0,8,2,1,1,5,0,3,0,0,1,0,2,3,2,1,25,1,13,0
Jul-25,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,18,0,0,9,140,8,40,15,70,1,315,75,331,7,8,517,105,300,5,152,10,14,13,0,0,0,0,1,1,3,7,29,1,0,2,3,4,4,0,4,1,0,15,0,18,7,8,0,3,0,3,0,8,90,1,1,1,0,33,1,0,0,1,0,25,10,0,2,0,1,3,2,1,1,158,1,0,0,0,1,4,12,3,0,0,1,0,0,10,2,1,1,2,0,1,0,0,1,0,2,1,0,2,24,0,4,0
Aug-25,0,0,1,0,0,0,2,0,37,1,0,0,0,0,0,0,20,0,0,11,167,11,51,13,69,3,312,98,364,5,10,501,128,334,6,156,9,14,10,1,0,1,1,2,0,5,11,28,0,0,1,2,1,5,3,3,2,1,16,2,13,7,16,0,13,0,4,0,5,133,0,0,0,0,28,2,0,4,1,1,30,10,1,0,0,4,0,4,0,0,194,0,3,0,0,0,6,10,2,0,1,3,0,0,14,2,2,0,1,1,1,0,0,0,1,0,1,1,3,21,2,5,0
Sep-25,0,1,5,1,0,0,37,0,0,5,0,0,0,0,0,0,23,0,0,3,174,6,47,15,90,0,363,93,412,9,11,576,153,440,10,204,12,16,7,2,2,3,0,3,2,7,14,23,0,0,0,1,4,9,6,2,4,1,10,3,20,5,21,0,7,0,2,0,4,168,1,2,3,0,41,1,0,1,3,0,30,15,0,1,1,2,1,3,0,0,168,1,1,0,0,0,6,9,3,0,0,1,0,0,10,3,2,1,3,1,0,1,1,0,0,2,6,3,2,16,1,8,0
